Titlu;Localitate;Suprafata teren;Suprafata utila;Stare;Numar camere;Numar bai;Mobilat;Tip tranzactie;Pret
Vila exclusivista de vanzare pe Calea Dumbravii din Sibiu;Sibiu / Sibiu;150 m²;160 m²;Bună;5+;5;Complet;Vânzare;539.000 €
„Casă ideală pentru familie$ 269 m²$ în zona liniștit;Mures / Curteni;762 m²;269 m²;Bună;5+;2;Complet;Vânzare;172.000 €
Duplex 5 camere Sura Mica$ Sibiu;Sibiu / Sura Mica;540 m²;120 m²;Bună;5;0;;Vânzare;255.000 €
;;0;0;;;0;;;0
VILA INDIVIDUALA OTOPENI | 4 CAMERE | 2 PARCARI | FINISAT...;Bucuresti-Ilfov / Otopeni;350 m²;131 m²;Rezonabilă;4;3;Nemobilat;Vânzare;228.000 €
Casa individuala de vanzare 4 camere 184 mp utili zona Mihai;Sibiu / Sibiu;194 m²;184 m²;Bună;4;3;Complet;Vânzare;249.500 €
Duplex in constructie$ 140mp$ zona Radauti;Suceava / Radauti;250 m²;140 m²;În construcție;4;2;Nemobilat;Vânzare;125.000 €
Casa de vanzare care poate fi caminul tau dar si afacerea ta;Sibiu / Cisnadie;340 m²;105 m²;Bună;3;3;Complet;Vânzare;147.990 €
Casa individuala + apartament 2 fronturi teren 584 mp Turnis;Sibiu / Sibiu;584 m²;282 m²;Bună;5+;3;Complet;Vânzare;447.900 €
Casa individuala 3 camere 116 mpu 820 teren liber curte si g;Sibiu / Cisnadie;968 m²;116 m²;Bună;3;2;Complet;Vânzare;225.000 €
Casa de vanzare individuala pretabila regim hotelier Orasul;Sibiu / Sibiu;204 m²;180 m²;Bună;5;4;Complet;Vânzare;297.000 €
Casa tip insiruita de vanzare 147 mp cu garaj si curte in Su;Sibiu / Sura Mare;218 m²;147 m²;Bună;4;2;Complet;Vânzare;164.500 €
Casa individuala de vanzare 130mpu cu teren 560mp terasa Sel;Sibiu / Sibiu;560 m²;130 m²;Bună;4;2;Complet;Vânzare;499.900 €
Casa cu multe oportunitati pretabila regim hotelier sau casa;Sibiu / Cisnadie;800 m²;214 m²;Bună;5+;4;Parțial;Vânzare;229.990 €
Casa individuala de vanzare cu teren de 1108 mp in Sacel Sib;Sibiu / Sacel;1849 m²;122 m²;Bună;4;1;Nemobilat;Vânzare;117.000 €
COMISION 0! Casa cu 4000 mp teren piscina zona retrasa Casol;Sibiu / Casolt;4000 m²;77 m²;Bună;4;1;Complet;Vânzare;139.900 €
Casa de vanzare cu 5 camere 2 balcoane garaj incalzit 2 bai;Sibiu / Sibiu;57 m²;179 m²;Bună;5;3;Complet;Vânzare;329.990 €
Casa individuala de vanzare 135 mp utili 500 mp teren Lazare;Sibiu / Sibiu;500 m²;135 m²;Bună;3;2;Parțial;Vânzare;245.000 €
Casa 5 camere 250 mp cu incalzire in pardosea zona Tineretul;Sibiu / Sibiu;432 m²;250 m²;Bună;5;3;Nemobilat;Vânzare;269.998 €
Casa 10 camere 390 mp utili - pe strada Calea Poplacii din S;Sibiu / Sibiu;490 m²;390 m²;Bună;5+;5;Parțial;Vânzare;459.900 €
Casa in zona Centrala din Sibiu cu 6 camere garaj pivnita te;Sibiu / Sibiu;585 m²;189 m²;Bună;5+;4;Complet;Vânzare;454.900 €
Casa tip duplex 5 camere 120 mpu complet mobilata si utilata;Sibiu / Cisnadie;300 m²;120 m²;Bună;5;2;Complet;Vânzare;259.990 €
Casa cu 4 camere - 3 locuri de parcare - curte - filigorie -;Sibiu / Sibiu;500 m²;160 m²;Bună;4;3;Complet;Vânzare;307.900 €
Casa individuala de vanzare in Selimbar - doar mobilierul ii;Sibiu / Sibiu;212 m²;110 m²;Bună;4;2;Nemobilat;Vânzare;225.000 €
Casa de vanzare pe strada Eduard Bieltz in Turnisor Sibiu;Sibiu / Sibiu;160 m²;55 m²;Bună;2;2;Parțial;Vânzare;82.500 €
Casa individuala 4 camere 141 mp garaj si carport Lazaret Si;Sibiu / Sibiu;349 m²;141 m²;Bună;4;2;Parțial;Vânzare;280.000 €
Duplex 101mp pe 2 niveluri si apartament cu intrare separata;Sibiu / Sibiu;150 m²;153 m²;Bună;5;3;Parțial;Vânzare;265.000 €
A fost odata ca niciodata o casa;Sibiu / Sura Mare;407 m²;150 m²;Bună;4;2;Complet;Vânzare;279.000 €
2 Case individuale moderne renovate 500 mp teren de vanzare;Sibiu / Sibiu;500 m²;340 m²;Bună;5+;6;Complet;Vânzare;479.990 €
Imobil pretabil spatiu comercial D+P+1E+Pod suprafata utila;Sibiu / Sibiu;370 m²;440 m²;Bună;5+;4;Complet;Vânzare;579.990 €
Casa cu etaj$ 4 camere$ 360 mp teren$ Valea Lupului;Iasi / Valea Lupului;360 m²;120 m²;Bună;4;2;Nemobilat;Vânzare;163.500 €
Duplex 100mp$ pozitionat central$ Sanpetru$ curte proprie$ proprietar;Brasov / Sanpetru;300 m²;100 m²;Bună;4;2;Complet;Vânzare;190.000 €
Casa Indviduala$ P+1$ Constructie 2025$ Sector 1$ Soseaua...;Bucuresti-Ilfov / Bucuresti;126 m²;80 m²;Nouă;3;2;Nemobilat;Vânzare;209.000 €
Vilă noua locatie de top Ghimbav - Direct de la Proprietar;Brasov / Ghimbav;240 m²;106 m²;În construcție;4;3;Nemobilat;Vânzare;235.000 €
Casa mobilata si utilata complet 4 camere 119 mpu terasa 23;Sibiu / Sibiu;200 m²;119 m²;Bună;4;3;Complet;Vânzare;240.000 €
Casa de vanzare individuala 240 mpu teren 600 mp zona Guster;Sibiu / Sibiu;549 m²;240 m²;Bună;5+;3;Complet;Vânzare;364.900 €
Comision 0% Casa tip duplex de vanzare 6 camere cu teren Sal;Sibiu / Saliste;400 m²;179 m²;Bună;5+;2;Nemobilat;Vânzare;85.000 €
Comision 0% Casa de vanzare 4 camere 2 bai teren 266 mp Sali;Sibiu / Saliste;266 m²;80 m²;Bună;4;2;Complet;Vânzare;90.000 €
Casa tip californian cu crama piscina sauna garaj teren libe;Sibiu / Sibiu;500 m²;323 m²;Bună;5;3;Complet;Vânzare;649.990 €
Vila de lux cu 5 camere$ piscina si panorama superba$ Cisnad;Sibiu / Cisnadie;1190 m²;250 m²;Bună;5;3;Complet;Vânzare;590.000 €
Casa pe 3 nivele cu regim hotelier - un apartament per nivel;Sibiu / Sibiu;396 m²;320 m²;Bună;5+;5;Complet;Vânzare;499.999 €
Casa individuala 6 camere de vanzare 250 mpu 361 mp teren zo;Sibiu / Sibiu;361 m²;246 m²;Bună;5+;4;Complet;Vânzare;450.000 €
Casa individuala si 4 spatii comerciale cu vad in Orasul de;Sibiu / Sibiu;207 m²;160 m²;Bună;5+;1;Complet;Vânzare;299.900 €
Casa individuala 7 camere cu 500 mp teren in Selimbar;Sibiu / Sibiu;500 m²;270 m²;Bună;5+;5;Complet;Vânzare;319.990 €
"Casă nouă în Bod$ P+M$ de vânzare ""la alb"" sau ""la ch...";Brasov / Bod;520 m²;123 m²;Nouă;4;2;;Vânzare;155.000 €
Casa zona Centru Unirii;Bucuresti-Ilfov / Bucuresti;144 m²;250 m²;Bună;5+;3;;Vânzare;450.000 €
Casa in complex modern - C8;Brasov / Tohanu Nou;1413 m²;264 m²;Bună;5+;3;;Vânzare;290.000 €
Finisaje de calitate - Imobil la cheie;Brasov / Sanpetru;413 m²;130 m²;Bună;4;3;;Vânzare;299.900 €
Vila D+P+E+M$ 8 camere$ 534 mp$ Mogosoaia/Ilfov;Bucuresti-Ilfov / Mogosoaia;700 m²;411 m²;Rezonabilă;5+;3+;;Vânzare;850.000 €
Ansamblu nou de case in Horodnicul de Sus;Suceava / Horodnic;866 m²;220 m²;În construcție;5;2;Nemobilat;Vânzare;149.000 €
Vilă de vânzare în Cornu;Prahova / Cornu;1000 m²;160 m²;Bună;5+;3;;Vânzare;360.000 €
Casa 3 camere$ 130mp$ zona Vascauti - Siret;Suceava / Siret;6510 m²;130 m²;Bună;3;1;Parțial;Vânzare;55.000 €
Casa deosebita$ 1545 mp teren$ in Cristian$ potential pensiu;Brasov / Cristian;1545 m²;535 m²;Bună;5+;3;Complet;Vânzare;555.000 €
Exclusivitate 0% comision - Casa individuala in Feleacu;Cluj / Feleacu;750 m²;190 m²;Bună;5;3;Nemobilat;Vânzare;370.000 €
Casă de vânzare în Provița de Jos;Prahova / Provita De Jos;3485 m²;300 m²;Bună;5;3+;;Vânzare;175.000 €
CASA LUX | SANTANDREI (ORADEA) | BIHOR;Bihor / Santandrei;428 m²;190 m²;Bună;5;4;;Vânzare;289.000 €
Resedinta cu:foisor$2 garaje$ crama tip restaurant garsonier;Brasov / Prejmer;745 m²;300 m²;Bună;5;4;Complet;Vânzare;298.700 €
Doua case | Teren 290 mp | Ideal Locuinta & Afacere | Inv...;Bucuresti-Ilfov / Bucuresti;290 m²;425 m²;Bună;5+;0;Complet;Vânzare;750.000 €
Casă / Vilă str. Ana Ipatescu S+P+1 $ 5 camere $ teren ...;Dolj / Craiova;252 m²;212 m²;Bună;5;2;Complet;Vânzare;345.000 €
Casa individuala$ 6 camere$ 99 mp$ semifinisata $zona Est;Prahova / Ploiesti;208 m²;99 m²;De renovat;5+;1;Complet;Vânzare;85.000 €
Vila tip duplex 4 CAMERE Com.Berceni COMISION 0 %;Bucuresti-Ilfov / Berceni;225 m²;120 m²;Nouă;4;3;;Vânzare;134.990 €
Casa individuala Parter 3 camere$ independenta energetic;Dambovita / Targoviste;300 m²;70 m²;Bună;3;2;Nemobilat;Vânzare;100.000 €
Casa Comuna Plopu $ Sat Nisipoasa cu teren aproape de padure;Prahova / Nisipoasa;2740 m²;140 m²;Bună;4;1;Complet;Vânzare;78.000 €
Casă / Vilă cu 16 camere de vânzare în zona Central;Dolj / Craiova;1200 m²;800 m²;Bună;5+;3+;Complet;Vânzare;1.150.000 €
CASA 6 CAMERE DE VANZARE | ZONA MALL VITAN | TIMPURI NOI;Bucuresti-Ilfov / Bucuresti;355 m²;196 m²;Bună;5+;3;Complet;Vânzare;415.000 €
Vând/Schimb casă duplex 150 mp cu piscină – Turnu (1...;Arad / Turnu;500 m²;120 m²;Bună;3;1;Parțial;Vânzare;70.000 €
Casă 96 metri pătrați utili – Cartier Valea cu Flori...;Brasov / Tarlungeni;353 m²;96 m²;Bună;4;2;Parțial;Vânzare;140.850 €
Casă Premium cu Design Elegant și Intimitate$ în Carti...;Brasov / Tarlungeni;360 m²;147 m²;Bună;5;3;Parțial;Vânzare;234.900 €
Super Vila individuala$ 179 mp construiti$ 266 mp teren Chia;Bucuresti-Ilfov / Chiajna;266 m²;141 m²;Bună;5;2;Parțial;Vânzare;239.000 €
Casa ideala pentru familie$ 5 camere$ 4 bai$ complex nou$...;Bucuresti-Ilfov / Otopeni;220 m²;162 m²;Nouă;5;3+;;Vânzare;270.000 €
Casa de vanzare cu teren in suprafata de 3000 mp in comuna C;Salaj / Creaca;3000 m²;80 m²;De renovat;3;1;Nemobilat;Vânzare;39.900 €
Casa Spatioasa de Zona Semicentrala;Mures / Targu Mures;400 m²;380 m²;Bună;7;3;Complet;Vânzare;540.000 €
Confort si siguranta - casa moderna cu 4 camere in Sanpetru;Brasov / Sanpetru;305 m²;102 m²;Bună;4;2;;Vânzare;205.000 €
Vilă modernă 440 mp$ piscină$ 9 camere$ tip Pensiune - Du;Timis / Dumbravita;750 m²;440 m²;Bună;5+;7;Parțial;Vânzare;499.000 €
Singulara pe parter | placa de beton | 525mp teren | garaj;Bucuresti-Ilfov / Bragadiru;525 m²;119 m²;Nouă;4;2;;Vânzare;260.000 €
Teren 6$300 MP casa de in orasul Falticeni;Suceava / Falticeni;6300 m²;100 m²;Bună;4;2;Parțial;Vânzare;235.000 €
Casă nouă P+1E – Băiculești$ Zigoneni$ Argeș;Arges / Baiculesti;1618 m²;150 m²;În construcție;4;3;;Vânzare;125.000 €
Casă cu farmec Neoromânesc – Pietroșani$ Argeș;Arges / Pietrosani;1470 m²;160 m²;Bună;5+;1;;Vânzare;83.500 €
Casa - Duplex - Prelungirea Ghencea- Cartierul Latin - 13;Bucuresti-Ilfov / Bucuresti;220 m²;120 m²;Bună;4;2;;Vânzare;139.000 €
Casa la sol | 3 camere | Lumina | Predare la cheie;Constanta / Lumina;230 m²;66 m²;Nouă;3;1;Nemobilat;Vânzare;70.000 €
Casa Noua Ghimbav model Sigma Predare Decembrie 2026;Brasov / Ghimbav;267 m²;104 m²;Bună;4;2;;Vânzare;150.000 €
FilmTur 3D!Casa armonioasa$ cu doua intrari$foisor$locuri pa;Mures / Sancraiu De Mures;300 m²;120 m²;Bună;4;2;Parțial;Vânzare;229.800 €
Casă la sol - zona ICIL - GARA - 240 mp teren;Constanta / Constanta;240 m²;59 m²;Nouă;2;1;Nemobilat;Vânzare;73.900 €
CASA CU TEREN 992 MP | SAT SUPLACU DE TINCA | BIHOR;Bihor / Suplacu De Tinca;992 m²;145 m²;Bună;4;1;;Vânzare;50.000 €
FILM 3D! Intre traditie si modern$ un camin cu personalitat;Covasna / Sfantu Gheorghe;333 m²;108 m²;Bună;4;1;;Vânzare;198.000 €
Casa individuala cu garaj si foisor$ centru- Horodnic de Sus;Suceava / Horodnic;1500 m²;114 m²;Bună;3;2;Complet;Vânzare;132.000 €
CASA PLAN PARTER ETAJ 400 MP | TEREN 1.113 MP | ZONA CORDA;Bihor / Cordau;1113 m²;250 m²;Bună;6;3;;Vânzare;130.000 €
COMPLEX PREMIUM FINISAJE SI FACILITATI DE LUX;Bihor / Oradea;692 m²;139 m²;Bună;4;2;;Vânzare;168.000 €
Casa utilata si mobilata$ Radauti;Suceava / Radauti;295 m²;400 m²;Bună;5+;2;Complet;Vânzare;260.000 €
TUR 3D! In areal apreciabil$particulara casa cu 680 mp teren;Harghita / Miercurea Ciuc;680 m²;198 m²;Bună;3;2;;Vânzare;245.000 €
Vila de vanzare$ cu 4 camere$ 320 mp$ zona Șuvița;Dambovita / Targoviste;6084 m²;320 m²;Bună;4;2;Complet;Vânzare;169.000 €
Casa Izvor$ Tarlungeni$ Brasov$ Proprietar;Brasov / Tarlungeni;350 m²;145 m²;Nouă;4;2;Complet;Vânzare;195.000 €
Vila de design$ renovată integral 2022$ grădină amenaj...;Bucuresti-Ilfov / Bucuresti;200 m²;257 m²;Nouă;5+;3;Complet;Vânzare;380.000 €
Individuală pe parter$ toate utilitățile$ granița Bragadiru-Clinceni;Bucuresti-Ilfov / Clinceni;433 m²;70 m²;Nouă;3;0;;Vânzare;102.000 €
Casă Individuală Nouă$ Construită din Beton Monolitic ??;Timis / Timisoara;311 m²;125 m²;Nouă;4;2;Nemobilat;Vânzare;280.000 €
Casa cu potential in zona Viile Noi - Constanta;Constanta / Constanta;225 m²;69 m²;De renovat;4;1;Parțial;Vânzare;84.900 €
Casa P+1 la cheie$ 4 camere$ 135mp$ zona Dumbrava;Gorj / Targu Jiu;300 m²;135 m²;Bună;4;2;Nemobilat;Vânzare;165.000 €
Casa cu 2 camere$ 60 mp$ zona semicentrala;Gorj / Targu Jiu;380 m²;60 m²;Bună;2;1;Complet;Vânzare;133.000 €
Casa cu curte individuala – 2 apartamente moderne$ AFI ...;Brasov / Brasov;260 m²;110 m²;Bună;4;4;Complet;Vânzare;195.000 €
Doua case + anexa$ teren 1655mp$ Vama Buzaului (Acris);Brasov / Brasov;1655 m²;180 m²;Bună;5+;2;Nemobilat;Vânzare;99.000 €
Casa de vanzare Jucu de Mijloc$ Zona Panemar Teren intrav...;Cluj / Jucu De Mijloc;3301 m²;66 m²;Bună;2;1;Parțial;Vânzare;190.000 €
Casa individuala 4 camere / Finisaje Deosebite / Otopeni ...;Bucuresti-Ilfov / Otopeni;350 m²;131 m²;Nouă;4;3;Nemobilat;Vânzare;202.480 €
Casa cu etaj$ 160 mp utili$ 1352 mp teren$ zona Burdujeni;Suceava / Suceava;1352 m²;160 m²;Bună;5+;1;Complet;Vânzare;180.000 €
Oportunitate! Proprietate ideală pentru clinici$ centru se;Mures / Targu Mures;2235 m²;650 m²;Bună;5+;4;Complet;Vânzare;885.000 €
Casa P+1$ situata în Curtisoara;Gorj / Curtisoara;1860 m²;228 m²;Bună;5;1;Complet;Vânzare;99.000 €
Casa impresionanta - Curte generoasa si Piscina - Otopeni!;Bucuresti-Ilfov / Otopeni;1094 m²;229 m²;Bună;4;3;Complet;Vânzare;449.000 €
Casa Unirii- 11 Iunie;Bucuresti-Ilfov / Bucuresti;152 m²;176 m²;Bună;5;2;Nemobilat;Vânzare;350.000 €
Vila Dobroesti-Fundeni;Bucuresti-Ilfov / Dobroesti;965 m²;304 m²;Bună;5+;3;Complet;Vânzare;379.000 €
MIHAI BRAVU -IMOBIL CU 3 APARTAMENTE;Bucuresti-Ilfov / Bucuresti;300 m²;437 m²;Bună;5+;7;Parțial;Vânzare;700.000 €
Casa individuala cu 5 camere$ 450mp teren$ Satu Mare;Suceava / Radauti;450 m²;237 m²;Bună;5;2;Complet;Vânzare;210.000 €
Casă situată în zona Cobadin$ COMISION 0%;Constanta / Cobadin;945 m²;82 m²;Bună;4;1;;Vânzare;54.900 €
Comision Zero! Duplex premium$ 4 camere$terasa$parcare$ Bray;Timis / Timisoara;200 m²;100 m²;Bună;4;2;Nemobilat;Vânzare;205.000 €
Vila P+1$ situata in MAMAIA SAT - HANUL CU PESTE;Constanta / Mamaia Sat;135 m²;106 m²;Bună;4;2;Complet;Vânzare;188.900 €
Casă-Vilă Brâncoveanu-Secuilor;Bucuresti-Ilfov / Bucuresti;150 m²;250 m²;Bună;5+;3;Nemobilat;Vânzare;295.000 €
VILA DUPLEX 4 CAMERE;Bucuresti-Ilfov / Balotesti;256 m²;120 m²;Rezonabilă;4;3;;Vânzare;158.000 €
Pensiune/Vilă la roșu P+E+M în Sărata;Bacau / Nicolae Balcescu;7500 m²;330 m²;Bună;5+;3+;;Vânzare;179.900 €
Casă/Vilă de vânzare Sat Fantanele$ Com. Hemeiuși Bacău;Bacau / Hemeius;450 m²;92 m²;Nouă;3;3+;;Vânzare;128.500 €
Casa P 1E$ 3 camere$ zona Republicii$ Ploiesti;Prahova / Ploiesti;136 m²;119 m²;Bună;3;2;Complet;Vânzare;169.000 €
Vila de vanzare in Brebu - Zona Brebu Manastirei;Prahova / Brebu;325 m²;120 m²;Bună;4;2;;Vânzare;159.000 €
Casă nouă de vânzare în Santandrei – Spațiu generos;Bihor / Santandrei;516 m²;106 m²;Bună;4;2;Nemobilat;Vânzare;129.000 €
Casa de vanzare in zona linistita!;Tulcea / Tulcea;104 m²;59 m²;Bună;3;1;Complet;Vânzare;60.000 €
Săbăreni$ casă parter 162 mp$ curte 575 mp. Acasă;Giurgiu / Sabareni;575 m²;110 m²;Bună;3;2;;Vânzare;164.000 €
Vile Ovidiu P+1 constructie noua;Constanta / Ovidiu;130 m²;110 m²;În construcție;4;3;;Vânzare;229.800 €
P+1$ constructie noua in zona Vile Ovidiu;Constanta / Ovidiu;130 m²;110 m²;Nouă;4;3;;Vânzare;229.800 €
Săbăreni$ casă nouă tip parter$ cu pod mansardabil;Giurgiu / Sabareni;450 m²;120 m²;Nouă;4;2;Nemobilat;Vânzare;145.000 €
Casa traditionala$ cu 2.000mp teren roditor$ Izvoarele$ Prah;Prahova / Malu Vanat;2000 m²;80 m²;Bună;3;1;Nemobilat;Vânzare;58.000 €
Casa mobilata si utilata in Cartier Izvor Tarlungeni Brasov;Brasov / Tarlungeni;371 m²;96 m²;Nouă;4;2;;Vânzare;165.000 €
CASA CU ETAJ - CATAMARASTI;Botosani / Catamaresti Deal;500 m²;300 m²;Bună;4;2;;Vânzare;185.000 €
Casa de vanzare 3 camere$ 2 bai. +45mp posibilitate Mansarda;Iasi / Iasi;260 m²;70 m²;Bună;3;2;;Vânzare;169.000 €
CASA + Casuta - DE VANZARE in Baia Sprie;Maramures / Baia Sprie;2248 m²;250 m²;Bună;4;1;Parțial;Vânzare;169.000 €
Casa 4 Camere$ De Vânzare$ Zona Rediu$ IAȘI;Iasi / Iasi;250 m²;110 m²;În construcție;4;2;;Vânzare;155.000 €
Casă / Vilă 7 camere sat Mădei comuna Borca Jud Neamț;Neamt / Madei;859 m²;350 m²;De renovat;5+;3;;Vânzare;101.500 €
Vile Înșiruite P+1E cu Finisaje Premium în Valea Lupului$;Iasi / Iasi;230 m²;100 m²;Bună;4;2;Nemobilat;Vânzare;162.000 €
Duplex 4 camere - Budeasa!;Arges / Budeasa Mica;194 m²;120 m²;Bună;4;3;Parțial;Vânzare;178.800 €
Comuna Vidra Casa 103 mp utili 47 mp teren;Bucuresti-Ilfov / Vidra;470 m²;103 m²;Bună;4;3;;Vânzare;109.000 €
Casa de vanzare$ cu 3 camere$ 87 mp$ zona Bejan;Hunedoara / Bejan;989 m²;87 m²;Bună;3;1;Complet;Vânzare;97.500 €
Casă tip pensiune$ Gura Humorului;Suceava / Gura Humorului;1000 m²;300 m²;Bună;5+;4;Complet;Vânzare;360.000 €
VILA INDIVIDUALA TUNARI TVA INCLUS;Bucuresti-Ilfov / Tunari;350 m²;155 m²;Nouă;4;3;;Vânzare;265.000 €
Vila moderna cu vedere spre padure Poiana Angelescu;Brasov / Sacele;1800 m²;194 m²;Nouă;5+;3;;Vânzare;740.000 €
Casa 4 camere | Teren 350 Mp | Colentina |;Bucuresti-Ilfov / Bucuresti;350 m²;57 m²;De renovat;4;3+;;Vânzare;145.000 €
Investiție ! Casa individuala 163 mp utili$ panorama$ zona;Cluj / Baciu;400 m²;163 m²;Nouă;5+;2;Nemobilat;Vânzare;185.000 €
Exclusiv ! Casa alipita 170 mp$ teren 623 mp$ panorama !;Cluj / Cluj-Napoca;623 m²;170 m²;Nouă;5;3;Nemobilat;Vânzare;359.900 €
Casă de vânzare$ 83$70 mp$ teren 413 mp$ zona Modern;Timis / Timisoara;413 m²;83 m²;Bună;3;2;Nemobilat;Vânzare;200.000 €
Spatiu comercial 225 mp in Techirghiol - Ideal pentru Busine;Constanta / Techirghiol;183 m²;185 m²;Bună;5;1;;Vânzare;65.000 €
Casa individuala Gilau;Cluj / Floresti;393 m²;92 m²;Bună;4;2;Complet;Vânzare;259.000 €
CASĂ P+E+M$ 2340 mp teren - VALEA MĂRULUI;Arges / Pitesti;2340 m²;152 m²;Bună;4;2;Complet;Vânzare;140.000 €
Vila tip Duplex | Branesti | Complex Rezidential Nou | Cu...;Bucuresti-Ilfov / Branesti;367 m²;115 m²;Bună;4;3;Nemobilat;Vânzare;150.000 €
Duplex 3 camere cu terasa $teren $ insorita $in Brasov la;Brasov / Harman;150 m²;75 m²;Bună;3;2;Complet;Vânzare;156.000 €
Casă modernă individuală$ parter$ 125 mp utili + 980 mp t;Suceava / Suceava;950 m²;125 m²;Nouă;4;2;Nemobilat;Vânzare;200.000 €
Casa de vanzare$ 160 mp utili si 590$ zona 0 Iasi;Iasi / Iasi;596 m²;160 m²;De renovat;5;2;Nemobilat;Vânzare;566.500 €
Casă spațioasă – Micești$ Argeș$ teren generos 2.500;Arges / Pitesti;2500 m²;115 m²;Bună;5;1;Nemobilat;Vânzare;90.000 €
Eleganta si moderna$ zona centrala$ Sanpetru$ Brasov;Brasov / Sanpetru;150 m²;105 m²;Bună;3;2;Complet;Vânzare;1.000 €
BÂRNOVA - Casă individuală P+POD$ 156 mp + 1000 mp teren;Iasi / Barnova;1000 m²;122 m²;Bună;4;2;Nemobilat;Vânzare;350.000 €
Oportunitate ! Casa Individuala$ 6 camere$ 174 mp;Prahova / Ploiesti;174 m²;133 m²;Bună;5+;4;Nemobilat;Vânzare;210.000 €
CASA-RAHOVA–TEIUS | TEREN 197MP | 122 MP UTILI - 3 CAME...;Bucuresti-Ilfov / Bucuresti;197 m²;98 m²;De renovat;3;1;Nemobilat;Vânzare;123.000 €
| COMISION 0% | VILA INDIVIDUALA |4 CAMERE| FINISATA COMP...;Bucuresti-Ilfov / Otopeni;350 m²;131 m²;Nouă;4;3;Nemobilat;Vânzare;202.500 €
Investitie ideala: casa cu 2 unitati locative si curte$ str.;Cluj / Cluj-Napoca;84 m²;64 m²;Bună;2;2;Complet;Vânzare;179.900 €
Casă complet renovata cu teren 648 mp de vanzare in Grad...;Arad / Arad;648 m²;70 m²;Bună;3;1;Complet;Vânzare;159.000 €
Casă deosebită$ situată Ultracentral în Baia Sprie!;Maramures / Baia Sprie;1200 m²;330 m²;Bună;5+;2;;Vânzare;185.000 €
Vila interbelică de poveste în inima Bucureștiului!;Bucuresti-Ilfov / Bucuresti;155 m²;225 m²;Bună;5+;3;Parțial;Vânzare;333.000 €
Reducere de preț! Vilă modernă$ eficientă energetic$ ...;Brasov / Cristian;486 m²;102 m²;Nouă;4;2;Complet;Vânzare;280.000 €
Casa individuala$ 200 mp utili$ 500 mp teren$ cu view spre;Cluj / Feleacu;500 m²;200 m²;Nouă;5+;3;Nemobilat;Vânzare;369.000 €
OFERTĂ Casă pe structura metalica 3 camere 144 mp utili$;Dambovita / Targoviste;530 m²;122 m²;Nouă;4;3;Nemobilat;Vânzare;125.000 €
Casă spațioasă cu 6 camere$ la câțiva pași de Palat...;Bucuresti-Ilfov / Mogosoaia;260 m²;180 m²;De renovat;5+;2;;Vânzare;178.000 €
Casa individuala 5 camere$ 370 mp teren$ Radauti;Suceava / Radauti;370 m²;160 m²;Nouă;5;2;Parțial;Vânzare;120.000 €
DE VANZARE | VILA INDIVIDUALA | MOGOSOAIA | VEDERE PADURE;Bucuresti-Ilfov / Mogosoaia;500 m²;170 m²;Bună;5;3;;Vânzare;330.000 €
Casa cu etaj+Teren Cornu -PH;Prahova / Cornu;1500 m²;100 m²;Bună;4;1;Nemobilat;Vânzare;130.000 €
Casa Dotări Smart & Eficiență Energetică$ 4 camere$ Dami;Dolj / Craiova;345 m²;95 m²;Bună;4;3;Complet;Vânzare;238.700 €
COMISION 0%! Duplex modern cu 3 dormitoare$ 2 băi și teras;Iasi / Iasi;300 m²;120 m²;Bună;4;2;Nemobilat;Vânzare;199.900 €
Casă de vânzare$ curte individuală$ în zonă central?...;Bihor / Oradea;198 m²;87 m²;De renovat;3;1;;Vânzare;105.000 €
VILA INDIVIDUALA OTOPENI | 4 CAMERE | 2 PARCARI | FINISAT...;Bucuresti-Ilfov / Otopeni;350 m²;131 m²;Rezonabilă;4;3;Nemobilat;Vânzare;228.000 €
Case de vanzare $ 120 mp utili $foișor + beci$zona reziden;Suceava / Lisaura;250 m²;120 m²;Bună;4;2;Nemobilat;Vânzare;160.000 €
Case moderna mobilată și utilată $115 mp construiti $ zo;Suceava / Scheia;200 m²;93 m²;Bună;3;2;Nemobilat;Vânzare;180.000 €
Casă noua 246 mp cu teren 1363 mp de vânzare Sannicolau...;Arad / Arad;1363 m²;191 m²;Bună;5+;2;Parțial;Vânzare;184.999 €
